Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Tokens,Filtered_Tokens,Lemmatized_Tokens,Dominant_Topic,Topic_Probability
436,437,441,"Sorrowful echoes, a symphony of pain played by the strings of loss. ", Sorrow      ,2018-05-22 20:45:00, StringsOfSorrow , Twitter  , #Sorrow #SymphonyOfLoss                ,18.0,35.0, Germany     ,2018,5,22,20,"['sorrowful', 'echoes', 'a', 'symphony', 'of', 'pain', 'played', 'by', 'the', 'strings', 'of', 'loss']","['sorrowful', 'echoes', 'symphony', 'pain', 'played', 'strings', 'loss']","['sorrowful', 'echo', 'symphony', 'pain', 'played', 'string', 'loss']",2,0.83262926
437,438,442,"Darkness descends, engulfing the soul in the shadows of despair.  ", Darkness     ,2016-07-10 18:20:00, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28.0,55.0, USA         ,2016,7,10,18,"['darkness', 'descends', 'engulfing', 'the', 'soul', 'in', 'the', 'shadows', 'of', 'despair']","['darkness', 'descends', 'engulfing', 'soul', 'shadows', 'despair']","['darkness', 'descend', 'engulf', 'soul', 'shadow', 'despair']",3,0.87827194
438,439,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ", Desperation ,2019-04-30 14:00:00, WhisperedDespair , Instagram , #Desperation #GlimmerOfHope            ,22.0,45.0, France    ,2019,4,30,14,"['desperation', 'whispers', 'the', 'silent', 'plea', 'for', 'a', 'glimmer', 'of', 'hope', 'in', 'the', 'abyss']","['desperation', 'whispers', 'silent', 'plea', 'glimmer', 'hope', 'abyss']","['desperation', 'whisper', 'silent', 'plea', 'glimmer', 'hope', 'abyss']",4,0.48984444
439,440,444,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ", Ruins      ,2022-01-08 11:30:00, DreamsInWind    , Twitter  , #Ruins #ShatteredDreams                ,20.0,40.0, Brazil     ,2022,1,8,11,"['heart', 'in', 'ruins', 'the', 'remnants', 'of', 'shattered', 'dreams', 'scattered', 'in', 'the', 'wind']","['heart', 'ruins', 'remnants', 'shattered', 'dreams', 'scattered', 'wind']","['heart', 'ruin', 'remnant', 'shattered', 'dream', 'scatter', 'wind']",2,0.90667903
440,441,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ", Desolation ,2017-09-10 19:15:00, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20.0,40.0, Australia ,2017,9,10,19,"['shattered', 'by', 'the', 'echoes', 'of', 'a', 'shattered', 'dream', 'fragments', 'of', 'hope', 'scattered']","['shattered', 'echoes', 'shattered', 'dream', 'fragments', 'hope', 'scattered']","['shatter', 'echo', 'shatter', 'dream', 'fragment', 'hope', 'scatter']",4,0.92759496
441,442,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ", Regret ,2022-04-18 11:30:00, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25.0,50.0, Canada ,2022,4,18,11,"['avoiding', 'the', 'thorns', 'of', 'regret', 'walking', 'barefoot', 'on', 'the', 'path', 'of', 'remorse']","['avoiding', 'thorns', 'regret', 'walking', 'barefoot', 'path', 'remorse']","['avoid', 'thorn', 'regret', 'walk', 'barefoot', 'path', 'remorse']",5,0.8382984
442,443,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ", Grief ,2018-12-05 21:45:00, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18.0,35.0, USA ,2018,12,5,21,"['in', 'the', 'labyrinth', 'of', 'grief', 'the', 'walls', 'echo', 'with', 'the', 'footsteps', 'of', 'lost', 'joy']","['labyrinth', 'grief', 'walls', 'echo', 'footsteps', 'lost', 'joy']","['labyrinth', 'grief', 'wall', 'echo', 'footstep', 'lose', 'joy']",4,0.9386992
443,444,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ", Loneliness ,2016-06-28 14:20:00, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22.0,45.0, UK ,2016,6,28,14,"['a', 'soul', 'adrift', 'in', 'the', 'sea', 'of', 'solitude', 'waves', 'of', 'loneliness', 'crashing', 'relentlessly']","['soul', 'adrift', 'sea', 'solitude', 'waves', 'loneliness', 'crashing', 'relentlessly']","['soul', 'adrift', 'sea', 'solitude', 'wave', 'loneliness', 'crash', 'relentlessly']",2,0.92362016
444,445,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ", Bitterness ,2019-10-22 17:00:00, PalateStainer , Instagram , #Bitterness #StainedTrust ,15.0,30.0, Germany ,2019,10,22,17,"['the', 'bitterness', 'of', 'betrayal', 'a', 'taste', 'that', 'lingers', 'staining', 'the', 'palate', 'of', 'trust']","['bitterness', 'betrayal', 'taste', 'lingers', 'staining', 'palate', 'trust']","['bitterness', 'betrayal', 'taste', 'lingers', 'stain', 'palate', 'trust']",5,0.46525356
445,446,450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ", Desolation ,2021-03-15 22:45:00, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28.0,55.0, Brazil ,2021,3,15,22,"['in', 'the', 'ruins', 'of', 'hope', 'echoes', 'of', 'shattered', 'dreams', 'whisper', 'tales', 'of', 'loss']","['ruins', 'hope', 'echoes', 'shattered', 'dreams', 'whisper', 'tales', 'loss']","['ruin', 'hope', 'echo', 'shatter', 'dream', 'whisper', 'tale', 'loss']",2,0.57583266
446,447,451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ", Heartbreak ,2017-08-10 19:30:00, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22.0,45.0, France ,2017,8,10,19,"['sinking', 'like', 'a', 'stone', 'in', 'the', 'ocean', 'of', 'heartbreak', 'each', 'ripple', 'a', 'sigh', 'of', 'despair']","['sinking', 'like', 'stone', 'ocean', 'heartbreak', 'ripple', 'sigh', 'despair']","['sink', 'like', 'stone', 'ocean', 'heartbreak', 'ripple', 'sigh', 'despair']",4,0.9115569
447,448,452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ", Grief ,2023-01-28 14:30:00, InkJournalist , Instagram , #Grief #SilentTears ,30.0,60.0, India ,2023,1,28,14,"['tears', 'the', 'ink', 'staining', 'the', 'pages', 'of', 'a', 'journal', 'a', 'testament', 'to', 'silent', 'grief']","['tears', 'ink', 'staining', 'pages', 'journal', 'testament', 'silent', 'grief']","['tear', 'ink', 'stain', 'page', 'journal', 'testament', 'silent', 'grief']",4,0.9115597
448,449,453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ", Betrayal ,2016-12-12 10:00:00, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25.0,50.0, Italy ,2016,12,12,10,"['in', 'the', 'wasteland', 'of', 'lost', 'trust', 'the', 'echoes', 'of', 'broken', 'promises', 'reverberate']","['wasteland', 'lost', 'trust', 'echoes', 'broken', 'promises', 'reverberate']","['wasteland', 'lose', 'trust', 'echo', 'break', 'promise', 'reverberate']",3,0.6629296
449,450,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ", Resilience ,2020-07-18 15:15:00, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35.0,70.0, Japan ,2020,7,18,15,"['avoiding', 'the', 'shards', 'of', 'shattered', 'dreams', 'walking', 'the', 'tightrope', 'of', 'resilience']","['avoiding', 'shards', 'shattered', 'dreams', 'walking', 'tightrope', 'resilience']","['avoid', 'shard', 'shatter', 'dream', 'walk', 'tightrope', 'resilience']",4,0.8413417
450,451,455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ", Isolation ,2022-05-20 20:30:00, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30.0,60.0, South Africa ,2022,5,20,20,"['suffocating', 'in', 'the', 'silence', 'of', 'solitude', 'where', 'echoes', 'of', 'laughter', 'once', 'thrived']","['suffocating', 'silence', 'solitude', 'echoes', 'laughter', 'thrived']","['suffocate', 'silence', 'solitude', 'echo', 'laughter', 'thrive']",2,0.88014585
451,452,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ", Regret ,2019-11-08 14:45:00, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18.0,35.0, Spain ,2019,11,8,14,"['haunted', 'by', 'the', 'specter', 'of', 'lost', 'possibilities', 'a', 'ghost', 'that', 'refuses', 'to', 'fade', 'away']","['haunted', 'specter', 'lost', 'possibilities', 'ghost', 'refuses', 'fade', 'away']","['haunt', 'specter', 'lose', 'possibility', 'ghost', 'refuse', 'fade', 'away']",5,0.9098262
452,453,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ", Despair ,2017-03-28 22:00:00, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28.0,55.0, Australia ,2017,3,28,22,"['in', 'the', 'labyrinth', 'of', 'despair', 'the', 'echoes', 'of', 'a', 'broken', 'heart', 'reverberate', 'endlessly']","['labyrinth', 'despair', 'echoes', 'broken', 'heart', 'reverberate', 'endlessly']","['labyrinth', 'despair', 'echo', 'broken', 'heart', 'reverberate', 'endlessly']",4,0.9275926
453,454,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ", Sorrow ,2020-09-15 18:15:00, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22.0,45.0, Canada ,2020,9,15,18,"['sinking', 'like', 'autumn', 'leaves', 'in', 'the', 'river', 'of', 'sorrow', 'carried', 'away', 'by', 'the', 'current']","['sinking', 'like', 'autumn', 'leaves', 'river', 'sorrow', 'carried', 'away', 'current']","['sink', 'like', 'autumn', 'leave', 'river', 'sorrow', 'carry', 'away', 'current']",3,0.93428797
454,455,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ", Desolation ,2018-06-10 13:30:00, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20.0,40.0, UK ,2018,6,10,13,"['in', 'the', 'garden', 'of', 'broken', 'dreams', 'petals', 'fall', 'a', 'silent', 'testimony', 'to', 'shattered', 'hopes']","['garden', 'broken', 'dreams', 'petals', 'fall', 'silent', 'testimony', 'shattered', 'hopes']","['garden', 'broken', 'dreams', 'petal', 'fall', 'silent', 'testimony', 'shatter', 'hope']",4,0.9387016
455,456,460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ", Grief ,2016-12-22 21:45:00, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25.0,50.0, USA ,2016,12,22,21,"['tears', 'the', 'currency', 'of', 'grief', 'spent', 'in', 'the', 'marketplace', 'of', 'lost', 'love', 'and', 'longing']","['tears', 'currency', 'grief', 'spent', 'marketplace', 'lost', 'love', 'longing']","['tear', 'currency', 'grief', 'spend', 'marketplace', 'lose', 'love', 'longing']",4,0.9115617
456,457,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ", Betrayal ,2021-01-05 16:20:00, MazeWanderer , Instagram , #Betrayal #ClosingWalls ,15.0,30.0, Germany ,2021,1,5,16,"['wandering', 'in', 'the', 'maze', 'of', 'betrayal', 'the', 'walls', 'closing', 'in', 'with', 'every', 'wrong', 'turn']","['wandering', 'maze', 'betrayal', 'walls', 'closing', 'every', 'wrong', 'turn']","['wander', 'maze', 'betrayal', 'wall', 'close', 'every', 'wrong', 'turn']",3,0.92242664
457,458,462,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ", Heartbreak ,2019-04-18 11:00:00, StormSeeker , Twitter , #Heartbreak #CalmAfterStorm ,22.0,45.0, Brazil ,2019,4,18,11,"['a', 'soul', 'weathered', 'by', 'the', 'storm', 'of', 'heartbreak', 'seeking', 'refuge', 'in', 'the', 'calm', 'after']","['soul', 'weathered', 'storm', 'heartbreak', 'seeking', 'refuge', 'calm']","['soul', 'weather', 'storm', 'heartbreak', 'seek', 'refuge', 'calm']",2,0.83261013
458,459,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ", Despair ,2017-08-28 19:30:00, TapestrySorrow , Facebook , #Despair #UnraveledHope ,18.0,35.0, India ,2017,8,28,19,"['in', 'the', 'tapestry', 'of', 'despair', 'threads', 'of', 'hope', 'unravel', 'leaving', 'a', 'portrait', 'of', 'sorrow']","['tapestry', 'despair', 'threads', 'hope', 'unravel', 'leaving', 'portrait', 'sorrow']","['tapestry', 'despair', 'thread', 'hope', 'unravel', 'leave', 'portrait', 'sorrow']",4,0.7310809
459,460,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ", Loss ,2023-02-10 14:30:00, WitheredRose , Instagram , #Loss #SilentSurrender ,28.0,55.0, France ,2023,2,10,14,"['like', 'a', 'withered', 'rose', 'in', 'the', 'garden', 'of', 'love', 'petals', 'fall', 'a', 'silent', 'surrender', 'to', 'time']","['like', 'withered', 'rose', 'garden', 'love', 'petals', 'fall', 'silent', 'surrender', 'time']","['like', 'wither', 'rise', 'garden', 'love', 'petal', 'fall', 'silent', 'surrender', 'time']",4,0.9386944
460,461,465,"In the void of heartache, echoes of a love song play, each note a pang of longing. ", Heartache ,2022-07-10 22:15:00, LoveSongEcho , Instagram , #Heartache #LoveSongLonging ,30.0,60.0, Japan ,2022,7,10,22,"['in', 'the', 'void', 'of', 'heartache', 'echoes', 'of', 'a', 'love', 'song', 'play', 'each', 'note', 'a', 'pang', 'of', 'longing']","['void', 'heartache', 'echoes', 'love', 'song', 'play', 'note', 'pang', 'longing']","['void', 'heartache', 'echo', 'love', 'song', 'play', 'note', 'pang', 'long']",4,0.9275863
461,462,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ", Nostalgia ,2019-05-15 21:30:00, MoonlitMemories , Twitter , #Nostalgia #CherishedMemories ,18.0,35.0, Italy ,2019,5,15,21,"['nostalgia', 'a', 'bittersweet', 'dance', 'in', 'the', 'moonlit', 'ballroom', 'of', 'cherished', 'memories']","['nostalgia', 'bittersweet', 'dance', 'moonlit', 'ballroom', 'cherished', 'memories']","['nostalgia', 'bittersweet', 'dance', 'moonlit', 'ballroom', 'cherish', 'memory']",5,0.93752736
462,463,467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ", Grief ,2018-11-28 14:00:00, SymphonyOfTears , Facebook , #Grief #MelancholicMelody ,22.0,45.0, Germany ,2018,11,28,14,"['in', 'the', 'symphony', 'of', 'grief', 'each', 'tear', 'is', 'a', 'note', 'composing', 'a', 'melancholic', 'melody']","['symphony', 'grief', 'tear', 'note', 'composing', 'melancholic', 'melody']","['symphony', 'grief', 'tear', 'note', 'compose', 'melancholic', 'melody']",4,0.5310097
463,464,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ", Betrayal ,2021-03-02 17:45:00, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25.0,50.0, Canada ,2021,3,2,17,"['betrayal', 'a', 'venomous', 'serpent', 'slithering', 'through', 'the', 'garden', 'of', 'trust', 'poisoning', 'roots']","['betrayal', 'venomous', 'serpent', 'slithering', 'garden', 'trust', 'poisoning', 'roots']","['betrayal', 'venomous', 'serpent', 'slither', 'garden', 'trust', 'poison', 'root']",4,0.46879905
464,465,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ", Despair ,2016-10-18 19:30:00, QuicksandFighter , Twitter , #Despair #DeepDescent ,20.0,40.0, USA ,2016,10,18,19,"['sinking', 'in', 'the', 'quicksand', 'of', 'despair', 'the', 'harder', 'you', 'fight', 'the', 'deeper', 'you', 'descend']","['sinking', 'quicksand', 'despair', 'harder', 'fight', 'deeper', 'descend']","['sink', 'quicksand', 'despair', 'harder', 'fight', 'deep', 'descend']",4,0.8413445
465,466,470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ", Desolation ,2020-08-15 12:30:00, DreamCemetery , Facebook , #Desolation #UntoldSorrows ,28.0,55.0, France ,2020,8,15,12,"['wandering', 'through', 'the', 'cemetery', 'of', 'lost', 'dreams', 'tombstones', 'marking', 'untold', 'sorrows']","['wandering', 'cemetery', 'lost', 'dreams', 'tombstones', 'marking', 'untold', 'sorrows']","['wander', 'cemetery', 'lose', 'dreams', 'tombstone', 'mark', 'untold', 'sorrow']",3,0.87834233
466,467,471,"Swept away by the river of regret, the currents of the past refusing to release. ", Regret ,2017-04-28 16:20:00, RegretRiver , Instagram , #Regret #PastCurrents ,18.0,35.0, UK ,2017,4,28,16,"['swept', 'away', 'by', 'the', 'river', 'of', 'regret', 'the', 'currents', 'of', 'the', 'past', 'refusing', 'to', 'release']","['swept', 'away', 'river', 'regret', 'currents', 'past', 'refusing', 'release']","['sweep', 'away', 'river', 'regret', 'current', 'past', 'refuse', 'release']",5,0.9098589
467,468,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ", Loss ,2019-09-10 21:00:00, HeartAttic , Twitter , #Loss #ForgottenLove ,22.0,45.0, Australia ,2019,9,10,21,"['whispers', 'of', 'lost', 'love', 'linger', 'in', 'the', 'attic', 'of', 'the', 'heart', 'forgotten', 'but', 'not', 'erased']","['whispers', 'lost', 'love', 'linger', 'attic', 'heart', 'forgotten', 'erased']","['whisper', 'lose', 'love', 'linger', 'attic', 'heart', 'forgotten', 'erase']",3,0.57416654
468,469,473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ", Betrayal ,2022-01-28 13:45:00, PromiseGallery , Facebook , #Betrayal #ShatteredVows ,15.0,30.0, Brazil ,2022,1,28,13,"['in', 'the', 'gallery', 'of', 'broken', 'promises', 'each', 'shattered', 'vow', 'framed', 'a', 'painful', 'exhibition']","['gallery', 'broken', 'promises', 'shattered', 'vow', 'framed', 'painful', 'exhibition']","['gallery', 'broken', 'promise', 'shatter', 'vow', 'frame', 'painful', 'exhibition']",3,0.87831277
469,470,474,"The echoes of solitude, a silent conversation between a soul and its shadows. ", Solitude ,2016-06-15 22:30:00, EchoedConversation , Instagram , #Solitude #ShadowConversation ,30.0,60.0, Spain ,2016,6,15,22,"['the', 'echoes', 'of', 'solitude', 'a', 'silent', 'conversation', 'between', 'a', 'soul', 'and', 'its', 'shadows']","['echoes', 'solitude', 'silent', 'conversation', 'soul', 'shadows']","['echo', 'solitude', 'silent', 'conversation', 'soul', 'shadow']",2,0.69753903
470,471,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ", Joy ,2021-08-20 15:45:00, SunshineDancer , Instagram , #Joy #SimpleMoments ,40.0,80.0, USA ,2021,8,20,15,"['dancing', 'on', 'sunshine', 'each', 'step', 'a', 'celebration', 'of', 'the', 'joy', 'found', 'in', 'simple', 'moments']","['dancing', 'sunshine', 'step', 'celebration', 'joy', 'found', 'simple', 'moments']","['dance', 'sunshine', 'step', 'celebration', 'joy', 'find', 'simple', 'moment']",3,0.9430431
